order_id,customer_name,city,product_name,category,price,quantity,revenue,order_date
379,Rohit,Delhi,Table,Furniture,9651,3,28953,06-09-2023
380,Rahul,Delhi,Phone,Electronics,29695,1,29695,27-03-2024
381,Anita,Mumbai,Headphones,Accessories,2922,3,8766,28-07-2023
382,Kiran,Delhi,Mouse,Accessories,1193,3,3579,05-03-2023
383,Arun,Delhi,Keyboard,Accessories,1574,2,3148,04-05-2024
384,Rohit,Mumbai,Chair,Furniture,8479,1,8479,15-04-2024
385,Rohit,Chennai,Chair,Furniture,8192,3,24576,28-09-2023
386,Neha,Mumbai,Keyboard,Accessories,1980,1,1980,13-10-2023
387,Rohit,Chennai,Keyboard,Accessories,1964,2,3928,23-10-2023
388,Sneha,Mumbai,Chair,Furniture,7991,2,15982,27-07-2024
389,Vikram,Chennai,Phone,Electronics,30087,3,90261,10-07-2024
390,Kiran,Mumbai,Chair,Furniture,8477,1,8477,25-10-2023
391,Rahul,Chennai,Phone,Electronics,29854,2,59708,20-09-2023
392,Meera,Bangalore,Keyboard,Accessories,1847,3,5541,05-10-2023
393,Rohit,Chennai,Headphones,Accessories,2611,3,7833,23-08-2024
394,Sneha,Bangalore,Laptop,Electronics,70185,3,210555,20-08-2023
395,Sneha,Hyderabad,Phone,Electronics,29923,2,59846,28-04-2024
396,Priya,Bangalore,Laptop,Electronics,70487,3,211461,11-06-2023
397,Kiran,Mumbai,Mouse,Accessories,966,1,966,22-10-2023
398,Anita,Chennai,Laptop,Electronics,70429,1,70429,10-08-2024
399,Sneha,Delhi,Laptop,Electronics,70435,1,70435,03-03-2024
400,Arun,Hyderabad,Table,Furniture,10306,2,20612,10-07-2023
401,Vikram,Hyderabad,Laptop,Electronics,69805,3,209415,20-04-2023
402,Anita,Chennai,Mouse,Accessories,956,3,2868,20-06-2024
403,Meera,Bangalore,Mouse,Accessories,579,1,579,26-04-2023
404,Anita,Bangalore,Mouse,Accessories,963,2,1926,10-07-2023
405,Rahul,Chennai,Monitor,Electronics,12081,3,36243,17-07-2023
406,Arun,Delhi,Table,Furniture,10346,2,20692,11-06-2024
407,Anita,Hyderabad,Table,Furniture,10185,1,10185,09-07-2023
408,Arun,Mumbai,Chair,Furniture,8458,1,8458,07-01-2023
409,Vikram,Mumbai,Keyboard,Accessories,1457,2,2914,04-12-2023
410,Vikram,Delhi,Laptop,Electronics,69767,3,209301,04-01-2024
411,Sneha,Hyderabad,Phone,Electronics,29976,2,59952,13-06-2023
412,Kiran,Delhi,Monitor,Electronics,12206,1,12206,30-10-2023
413,Anita,Delhi,Keyboard,Accessories,1224,1,1224,04-05-2024
414,Arun,Mumbai,Chair,Furniture,7925,3,23775,16-07-2024
415,Meera,Delhi,Keyboard,Accessories,1780,1,1780,25-03-2023
416,Rohit,Mumbai,Chair,Furniture,7579,3,22737,25-04-2023
417,Rahul,Delhi,Keyboard,Accessories,1586,3,4758,03-06-2023
418,Arun,Chennai,Mouse,Accessories,419,3,1257,30-07-2023
419,Neha,Mumbai,Phone,Electronics,30420,3,91260,01-04-2024
420,Rahul,Mumbai,Headphones,Accessories,3025,2,6050,12-04-2024
421,Neha,Hyderabad,Mouse,Accessories,988,2,1976,23-01-2023
422,Kiran,Chennai,Laptop,Electronics,70263,1,70263,15-08-2024
423,Priya,Hyderabad,Table,Furniture,9852,3,29556,07-03-2023
424,Rohit,Hyderabad,Phone,Electronics,30456,2,60912,02-02-2023
425,Vikram,Mumbai,Headphones,Accessories,3287,1,3287,06-03-2024
426,Anita,Mumbai,Mouse,Accessories,1190,2,2380,20-01-2024
427,Priya,Delhi,Headphones,Accessories,3169,2,6338,02-05-2023
428,Arun,Delhi,Table,Furniture,10041,1,10041,17-08-2023
429,Rahul,Hyderabad,Monitor,Electronics,11974,3,35922,11-07-2024
430,Kiran,Delhi,Table,Furniture,10343,1,10343,11-09-2023
431,Meera,Chennai,Headphones,Accessories,2782,1,2782,26-04-2023
432,Rahul,Mumbai,Laptop,Electronics,69746,1,69746,10-03-2023
433,Priya,Delhi,Laptop,Electronics,69957,3,209871,19-02-2023
434,Sneha,Hyderabad,Table,Furniture,9949,1,9949,06-07-2024
435,Sneha,Hyderabad,Headphones,Accessories,3015,2,6030,28-08-2023
436,Neha,Chennai,Chair,Furniture,7742,2,15484,27-05-2023
437,Rohit,Bangalore,Table,Furniture,9807,2,19614,04-03-2023
438,Rohit,Delhi,Headphones,Accessories,3141,3,9423,13-03-2024
439,Rohit,Mumbai,Laptop,Electronics,70495,2,140990,26-01-2024
440,Rohit,Chennai,Table,Furniture,9918,1,9918,04-11-2023
441,Kiran,Bangalore,Mouse,Accessories,546,1,546,04-11-2023
442,Arun,Mumbai,Laptop,Electronics,70075,2,140150,02-03-2024
443,Rohit,Delhi,Headphones,Accessories,2897,1,2897,19-09-2023
444,Sneha,Chennai,Phone,Electronics,30444,2,60888,15-01-2024
445,Priya,Delhi,Keyboard,Accessories,1052,2,2104,22-01-2024
446,Neha,Delhi,Laptop,Electronics,70394,1,70394,12-07-2023
447,Neha,Delhi,Keyboard,Accessories,1490,1,1490,07-12-2023
448,Vikram,Hyderabad,Keyboard,Accessories,1959,1,1959,01-05-2023
449,Meera,Bangalore,Keyboard,Accessories,1406,1,1406,19-07-2024
450,Anita,Chennai,Table,Furniture,9977,3,29931,03-01-2024
451,Vikram,Chennai,Chair,Furniture,8025,2,16050,22-04-2024
452,Priya,Mumbai,Chair,Furniture,8436,1,8436,15-01-2024
453,Anita,Mumbai,Laptop,Electronics,70076,1,70076,30-05-2023
454,Rahul,Chennai,Table,Furniture,9802,1,9802,20-07-2023
455,Anita,Bangalore,Table,Furniture,10083,1,10083,26-05-2024
456,Rohit,Chennai,Monitor,Electronics,12281,2,24562,17-05-2024
457,Meera,Bangalore,Chair,Furniture,7673,1,7673,13-07-2024
458,Meera,Bangalore,Laptop,Electronics,70036,1,70036,18-03-2023
459,Rahul,Hyderabad,Table,Furniture,9640,3,28920,25-08-2023
460,Priya,Bangalore,Laptop,Electronics,69723,3,209169,11-04-2024
461,Anita,Hyderabad,Mouse,Accessories,975,2,1950,17-01-2023
462,Rahul,Delhi,Table,Furniture,9512,1,9512,26-06-2024
463,Vikram,Delhi,Monitor,Electronics,11517,3,34551,16-03-2024
464,Arun,Hyderabad,Phone,Electronics,30036,1,30036,04-09-2023
465,Sneha,Delhi,Monitor,Electronics,12334,2,24668,01-10-2023
466,Kiran,Hyderabad,Chair,Furniture,8482,2,16964,15-04-2024
467,Neha,Bangalore,Keyboard,Accessories,1307,3,3921,24-03-2023
468,Rahul,Hyderabad,Table,Furniture,9888,2,19776,19-07-2024
469,Meera,Hyderabad,Laptop,Electronics,70219,1,70219,26-03-2023
470,Meera,Mumbai,Chair,Furniture,8079,1,8079,24-06-2024
471,Rahul,Bangalore,Keyboard,Accessories,1922,3,5766,03-08-2024
472,Meera,Chennai,Laptop,Electronics,70446,1,70446,15-10-2023
473,Rohit,Delhi,Laptop,Electronics,69683,2,139366,17-01-2023
474,Sneha,Delhi,Headphones,Accessories,3270,3,9810,12-02-2024
475,Priya,Chennai,Headphones,Accessories,3077,1,3077,03-08-2024
476,Kiran,Delhi,Chair,Furniture,7893,3,23679,24-05-2023
477,Priya,Delhi,Chair,Furniture,7554,1,7554,23-03-2024
478,Sneha,Hyderabad,Chair,Furniture,8119,3,24357,11-02-2024
479,Anita,Hyderabad,Monitor,Electronics,12302,2,24604,17-05-2024
480,Sneha,Chennai,Table,Furniture,9942,1,9942,22-08-2024
481,Kiran,Hyderabad,Monitor,Electronics,12317,1,12317,17-03-2023
482,Priya,Chennai,Headphones,Accessories,2889,3,8667,07-06-2023
483,Kiran,Chennai,Chair,Furniture,7609,1,7609,06-01-2023
484,Vikram,Mumbai,Chair,Furniture,8279,2,16558,15-04-2023
485,Arun,Hyderabad,Headphones,Accessories,2941,2,5882,24-07-2024
486,Rohit,Delhi,Table,Furniture,9605,1,9605,02-04-2023
487,Anita,Delhi,Phone,Electronics,30111,3,90333,29-11-2023
488,Kiran,Hyderabad,Monitor,Electronics,11923,2,23846,28-03-2023
489,Rohit,Bangalore,Headphones,Accessories,3201,2,6402,23-06-2023
490,Arun,Chennai,Monitor,Electronics,11774,2,23548,30-05-2023
491,Priya,Bangalore,Table,Furniture,9782,2,19564,03-11-2023
492,Meera,Hyderabad,Chair,Furniture,7757,1,7757,22-05-2024
493,Neha,Delhi,Keyboard,Accessories,1468,1,1468,19-05-2023
494,Vikram,Hyderabad,Table,Furniture,9840,3,29520,25-01-2024
495,Anita,Mumbai,Chair,Furniture,7940,3,23820,20-05-2023
496,Vikram,Chennai,Keyboard,Accessories,1490,2,2980,01-07-2023
497,Kiran,Chennai,Monitor,Electronics,12252,3,36756,17-05-2024
498,Neha,Bangalore,Chair,Furniture,7885,2,15770,07-02-2024
499,Anita,Hyderabad,Keyboard,Accessories,1606,3,4818,04-07-2023
500,Rohit,Hyderabad,Mouse,Accessories,1265,3,3795,03-08-2023
501,Meera,Chennai,Phone,Electronics,30338,2,60676,26-05-2024
502,Arun,Chennai,Keyboard,Accessories,1258,3,3774,07-06-2023
503,Kiran,Mumbai,Phone,Electronics,29959,3,89877,05-05-2024
504,Neha,Mumbai,Table,Furniture,10056,1,10056,04-01-2024
505,Rohit,Delhi,Phone,Electronics,29611,1,29611,30-12-2023
506,Arun,Delhi,Laptop,Electronics,70076,3,210228,14-02-2024
507,Anita,Mumbai,Phone,Electronics,29510,1,29510,22-09-2023
508,Sneha,Delhi,Keyboard,Accessories,1456,2,2912,05-02-2024
509,Meera,Delhi,Headphones,Accessories,2853,1,2853,09-05-2024
510,Priya,Chennai,Table,Furniture,10442,1,10442,29-04-2023
511,Arun,Chennai,Monitor,Electronics,11851,2,23702,31-07-2023
512,Rohit,Mumbai,Chair,Furniture,7987,1,7987,24-03-2024
513,Meera,Chennai,Phone,Electronics,29807,1,29807,28-04-2023
514,Rahul,Chennai,Phone,Electronics,30193,1,30193,07-09-2023
515,Rohit,Bangalore,Headphones,Accessories,2838,3,8514,12-03-2024
516,Meera,Bangalore,Table,Furniture,10144,1,10144,10-07-2023
517,Kiran,Mumbai,Laptop,Electronics,70255,3,210765,22-07-2023
518,Meera,Delhi,Table,Furniture,9898,1,9898,08-08-2023
519,Sneha,Chennai,Phone,Electronics,30091,1,30091,03-07-2024
520,Arun,Chennai,Chair,Furniture,7701,2,15402,27-04-2023
521,Vikram,Mumbai,Chair,Furniture,8111,2,16222,06-02-2024
522,Neha,Hyderabad,Chair,Furniture,7860,2,15720,26-06-2023
523,Vikram,Delhi,Phone,Electronics,30188,1,30188,17-11-2023
524,Priya,Bangalore,Monitor,Electronics,11619,1,11619,18-01-2024
525,Arun,Delhi,Table,Furniture,9928,3,29784,22-05-2023
526,Neha,Mumbai,Table,Furniture,9690,2,19380,04-07-2024
527,Arun,Delhi,Headphones,Accessories,3001,2,6002,24-05-2023
528,Arun,Chennai,Mouse,Accessories,934,1,934,03-01-2024
529,Rahul,Mumbai,Headphones,Accessories,2699,2,5398,29-07-2024
530,Rohit,Mumbai,Table,Furniture,10201,2,20402,01-03-2024
531,Meera,Mumbai,Headphones,Accessories,2584,3,7752,01-02-2023
532,Sneha,Chennai,Laptop,Electronics,69781,1,69781,04-07-2024
533,Vikram,Bangalore,Mouse,Accessories,879,3,2637,22-05-2024
534,Rohit,Delhi,Phone,Electronics,30086,1,30086,02-10-2023
535,Rohit,Chennai,Laptop,Electronics,70278,3,210834,27-03-2024
536,Rohit,Bangalore,Table,Furniture,9604,3,28812,11-09-2023
537,Vikram,Hyderabad,Mouse,Accessories,569,2,1138,31-03-2023
538,Meera,Hyderabad,Keyboard,Accessories,1214,3,3642,26-12-2023
539,Neha,Mumbai,Headphones,Accessories,3130,1,3130,31-07-2023
540,Sneha,Hyderabad,Chair,Furniture,8045,2,16090,05-07-2024
541,Arun,Chennai,Monitor,Electronics,11796,3,35388,01-10-2023
542,Rohit,Hyderabad,Headphones,Accessories,3485,2,6970,02-03-2023
543,Vikram,Bangalore,Headphones,Accessories,2755,1,2755,26-11-2023
544,Sneha,Mumbai,Mouse,Accessories,445,3,1335,03-10-2023
545,Kiran,Mumbai,Mouse,Accessories,377,3,1131,06-04-2023
546,Kiran,Delhi,Monitor,Electronics,12211,2,24422,10-04-2024
547,Meera,Chennai,Laptop,Electronics,70389,3,211167,06-04-2023
548,Meera,Chennai,Phone,Electronics,30314,3,90942,12-02-2024
549,Sneha,Mumbai,Keyboard,Accessories,1506,2,3012,27-11-2023
550,Vikram,Chennai,Headphones,Accessories,3079,2,6158,18-12-2023
551,Rahul,Hyderabad,Phone,Electronics,30141,2,60282,17-01-2023
552,Priya,Bangalore,Mouse,Accessories,767,1,767,14-03-2024
553,Sneha,Bangalore,Monitor,Electronics,11662,2,23324,06-04-2023
554,Anita,Chennai,Phone,Electronics,29880,3,89640,19-06-2023
555,Rahul,Mumbai,Monitor,Electronics,12243,3,36729,28-08-2023
556,Kiran,Hyderabad,Phone,Electronics,29501,1,29501,03-05-2024
557,Priya,Bangalore,Keyboard,Accessories,1531,3,4593,31-03-2024
558,Rahul,Hyderabad,Chair,Furniture,8336,1,8336,08-03-2024
559,Arun,Mumbai,Phone,Electronics,29734,2,59468,02-04-2023
560,Priya,Hyderabad,Chair,Furniture,7876,2,15752,21-05-2023
561,Kiran,Bangalore,Headphones,Accessories,2570,3,7710,30-07-2024
562,Rahul,Delhi,Headphones,Accessories,2950,2,5900,07-08-2023
563,Arun,Mumbai,Mouse,Accessories,1180,1,1180,30-03-2023
564,Priya,Bangalore,Phone,Electronics,30103,3,90309,29-01-2024
565,Anita,Mumbai,Chair,Furniture,8310,1,8310,11-09-2023
566,Vikram,Hyderabad,Keyboard,Accessories,1566,3,4698,19-10-2023
567,Rahul,Chennai,Keyboard,Accessories,1530,3,4590,05-06-2024
568,Sneha,Mumbai,Monitor,Electronics,12161,1,12161,03-09-2023
569,Meera,Mumbai,Phone,Electronics,29746,2,59492,14-03-2023
570,Rohit,Hyderabad,Chair,Furniture,8456,2,16912,16-05-2023
571,Kiran,Delhi,Table,Furniture,9874,3,29622,26-06-2023
572,Meera,Hyderabad,Laptop,Electronics,70101,1,70101,15-01-2023
573,Vikram,Bangalore,Laptop,Electronics,70444,1,70444,12-02-2024
574,Rohit,Chennai,Table,Furniture,9933,3,29799,16-02-2024
575,Priya,Delhi,Headphones,Accessories,2784,1,2784,14-11-2023
576,Priya,Delhi,Keyboard,Accessories,1997,1,1997,03-07-2024
577,Anita,Mumbai,Phone,Electronics,29817,3,89451,23-03-2024
578,Sneha,Hyderabad,Keyboard,Accessories,1088,2,2176,29-04-2023
579,Meera,Delhi,Laptop,Electronics,69816,3,209448,29-06-2023
580,Priya,Hyderabad,Headphones,Accessories,3218,1,3218,17-06-2023
581,Meera,Chennai,Monitor,Electronics,11670,2,23340,10-05-2023
582,Vikram,Hyderabad,Laptop,Electronics,69843,2,139686,06-10-2023
583,Rohit,Hyderabad,Monitor,Electronics,12229,3,36687,20-03-2023
584,Meera,Mumbai,Chair,Furniture,7556,2,15112,03-08-2024
585,Arun,Chennai,Headphones,Accessories,2761,1,2761,10-08-2024
586,Priya,Bangalore,Laptop,Electronics,69545,1,69545,08-09-2023
587,Rahul,Mumbai,Chair,Furniture,7892,1,7892,03-07-2023
588,Rahul,Delhi,Table,Furniture,9729,2,19458,12-09-2023
589,Kiran,Chennai,Monitor,Electronics,12345,1,12345,08-08-2024
590,Anita,Hyderabad,Laptop,Electronics,69683,1,69683,12-06-2024
591,Rahul,Mumbai,Phone,Electronics,30398,2,60796,17-10-2023
592,Vikram,Chennai,Phone,Electronics,30066,2,60132,09-01-2023
593,Anita,Bangalore,Monitor,Electronics,12077,2,24154,06-09-2023
594,Meera,Chennai,Mouse,Accessories,1091,1,1091,13-07-2024
595,Sneha,Bangalore,Laptop,Electronics,70454,2,140908,25-01-2023
596,Sneha,Delhi,Chair,Furniture,8151,3,24453,10-01-2023
597,Anita,Hyderabad,Table,Furniture,10369,3,31107,11-11-2023
598,Priya,Bangalore,Keyboard,Accessories,1429,2,2858,03-03-2023
599,Arun,Chennai,Phone,Electronics,29544,1,29544,16-06-2024
600,Kiran,Chennai,Mouse,Accessories,1297,3,3891,28-03-2023
601,Neha,Hyderabad,Headphones,Accessories,3152,2,6304,18-03-2023
602,Neha,Delhi,Laptop,Electronics,69945,3,209835,14-05-2023
603,Sneha,Chennai,Monitor,Electronics,12371,2,24742,07-02-2024
604,Anita,Chennai,Mouse,Accessories,578,1,578,18-03-2023
605,Sneha,Bangalore,Phone,Electronics,29659,1,29659,18-06-2023
606,Meera,Mumbai,Chair,Furniture,7916,1,7916,02-07-2024
607,Anita,Bangalore,Mouse,Accessories,615,2,1230,29-09-2023
608,Priya,Hyderabad,Headphones,Accessories,3326,3,9978,08-11-2023
609,Neha,Hyderabad,Keyboard,Accessories,1855,2,3710,01-06-2023
610,Priya,Bangalore,Chair,Furniture,7905,3,23715,20-02-2023
611,Vikram,Chennai,Headphones,Accessories,2531,2,5062,08-04-2024
612,Rohit,Delhi,Keyboard,Accessories,1096,2,2192,15-04-2023
613,Arun,Hyderabad,Laptop,Electronics,69563,1,69563,14-05-2023
614,Sneha,Mumbai,Chair,Furniture,8202,3,24606,28-03-2023
615,Neha,Delhi,Monitor,Electronics,12439,1,12439,23-01-2023
616,Priya,Bangalore,Mouse,Accessories,1128,1,1128,05-04-2023
617,Anita,Hyderabad,Laptop,Electronics,70464,2,140928,21-02-2023
618,Arun,Delhi,Table,Furniture,10341,3,31023,09-02-2024
619,Meera,Hyderabad,Table,Furniture,10199,2,20398,26-06-2023
620,Anita,Bangalore,Headphones,Accessories,2781,2,5562,01-04-2024
621,Arun,Hyderabad,Keyboard,Accessories,1662,2,3324,25-05-2024
622,Kiran,Delhi,Mouse,Accessories,362,1,362,14-10-2023
623,Kiran,Bangalore,Table,Furniture,9704,3,29112,22-06-2024
624,Sneha,Delhi,Laptop,Electronics,69891,3,209673,03-01-2024
625,Meera,Delhi,Mouse,Accessories,652,3,1956,29-05-2024
626,Anita,Mumbai,Monitor,Electronics,11684,1,11684,23-11-2023
627,Neha,Bangalore,Laptop,Electronics,70417,2,140834,01-03-2023
628,Meera,Delhi,Chair,Furniture,8285,3,24855,27-08-2023
629,Arun,Hyderabad,Keyboard,Accessories,1672,1,1672,30-09-2023
630,Rohit,Hyderabad,Keyboard,Accessories,1589,2,3178,30-12-2023
631,Arun,Bangalore,Keyboard,Accessories,1606,2,3212,03-01-2024
632,Neha,Hyderabad,Chair,Furniture,8470,3,25410,31-07-2024
633,Arun,Delhi,Keyboard,Accessories,1856,2,3712,09-07-2024
634,Vikram,Bangalore,Mouse,Accessories,338,1,338,27-02-2023
635,Sneha,Delhi,Keyboard,Accessories,1020,3,3060,04-05-2024
636,Rahul,Chennai,Keyboard,Accessories,1825,1,1825,15-12-2023
637,Arun,Chennai,Laptop,Electronics,69522,1,69522,23-08-2024
638,Arun,Hyderabad,Chair,Furniture,8483,1,8483,18-01-2024
639,Kiran,Delhi,Phone,Electronics,29844,2,59688,27-11-2023
640,Arun,Bangalore,Table,Furniture,10310,3,30930,13-05-2024
641,Anita,Bangalore,Chair,Furniture,7728,3,23184,29-06-2023
642,Kiran,Chennai,Monitor,Electronics,11630,1,11630,02-01-2023
643,Neha,Mumbai,Laptop,Electronics,69686,3,209058,22-11-2023
644,Neha,Bangalore,Phone,Electronics,30459,2,60918,25-05-2023
645,Anita,Hyderabad,Keyboard,Accessories,1355,2,2710,21-06-2023
646,Priya,Chennai,Mouse,Accessories,311,2,622,03-08-2023
647,Sneha,Hyderabad,Chair,Furniture,7762,1,7762,02-01-2023
648,Rahul,Mumbai,Mouse,Accessories,1050,2,2100,20-06-2023
649,Kiran,Mumbai,Table,Furniture,9859,3,29577,20-01-2024
650,Priya,Mumbai,Keyboard,Accessories,1166,2,2332,17-03-2023
651,Rahul,Chennai,Laptop,Electronics,69826,2,139652,18-04-2023
652,Priya,Chennai,Headphones,Accessories,3409,2,6818,14-06-2023
653,Priya,Delhi,Phone,Electronics,29846,3,89538,09-05-2024
654,Rahul,Mumbai,Headphones,Accessories,3121,2,6242,10-06-2023
655,Rahul,Hyderabad,Chair,Furniture,7710,1,7710,24-02-2024
656,Rohit,Delhi,Monitor,Electronics,12176,2,24352,01-11-2023
657,Sneha,Hyderabad,Laptop,Electronics,69902,3,209706,16-07-2024
658,Meera,Bangalore,Laptop,Electronics,69869,1,69869,13-03-2024
659,Priya,Chennai,Mouse,Accessories,504,1,504,27-01-2023
660,Sneha,Bangalore,Monitor,Electronics,12500,1,12500,29-04-2024
661,Priya,Chennai,Table,Furniture,9982,2,19964,29-09-2023
662,Priya,Delhi,Table,Furniture,9689,2,19378,26-01-2024
663,Anita,Bangalore,Mouse,Accessories,345,2,690,26-03-2024
664,Meera,Chennai,Keyboard,Accessories,1857,2,3714,31-07-2024
665,Rahul,Bangalore,Phone,Electronics,29587,3,88761,19-12-2023
666,Rohit,Mumbai,Keyboard,Accessories,1566,1,1566,01-02-2024
667,Rohit,Mumbai,Mouse,Accessories,886,1,886,02-05-2024
668,Vikram,Hyderabad,Table,Furniture,10424,3,31272,05-02-2023
669,Rohit,Delhi,Headphones,Accessories,2623,2,5246,27-06-2023
670,Arun,Bangalore,Keyboard,Accessories,1129,1,1129,09-03-2024
671,Priya,Mumbai,Keyboard,Accessories,1842,3,5526,01-06-2023
672,Neha,Chennai,Chair,Furniture,8432,3,25296,10-03-2023
673,Priya,Mumbai,Table,Furniture,10065,2,20130,10-10-2023
674,Rohit,Mumbai,Laptop,Electronics,70305,3,210915,19-06-2024
675,Kiran,Hyderabad,Table,Furniture,9653,1,9653,03-08-2024
676,Neha,Delhi,Phone,Electronics,30447,1,30447,30-07-2024
677,Priya,Chennai,Chair,Furniture,8398,2,16796,28-09-2023
678,Kiran,Mumbai,Mouse,Accessories,338,1,338,10-10-2023
679,Kiran,Bangalore,Table,Furniture,9539,2,19078,06-12-2023
680,Sneha,Hyderabad,Mouse,Accessories,1242,2,2484,17-01-2024
681,Rahul,Chennai,Monitor,Electronics,11818,2,23636,18-05-2024
682,Priya,Bangalore,Headphones,Accessories,2807,3,8421,29-03-2024
683,Anita,Chennai,Table,Furniture,10119,3,30357,02-04-2023
684,Sneha,Mumbai,Keyboard,Accessories,1935,2,3870,11-05-2024
685,Rohit,Chennai,Laptop,Electronics,70027,1,70027,09-03-2023
686,Vikram,Delhi,Table,Furniture,9638,3,28914,05-08-2024
687,Rahul,Bangalore,Keyboard,Accessories,1896,1,1896,01-03-2023
688,Sneha,Hyderabad,Mouse,Accessories,351,2,702,23-07-2023
689,Vikram,Chennai,Mouse,Accessories,817,2,1634,07-05-2023
690,Rahul,Bangalore,Chair,Furniture,8000,3,24000,01-04-2024
691,Arun,Mumbai,Chair,Furniture,7852,1,7852,22-09-2023
692,Priya,Chennai,Laptop,Electronics,69895,1,69895,16-06-2023
693,Neha,Bangalore,Keyboard,Accessories,1662,1,1662,31-07-2023
694,Vikram,Mumbai,Laptop,Electronics,70385,3,211155,10-01-2023
695,Meera,Bangalore,Headphones,Accessories,3115,1,3115,18-08-2023
696,Vikram,Delhi,Monitor,Electronics,12229,3,36687,09-10-2023
697,Kiran,Mumbai,Chair,Furniture,7970,2,15940,12-08-2023
698,Meera,Chennai,Table,Furniture,10098,1,10098,08-01-2023
699,Rohit,Chennai,Monitor,Electronics,11805,3,35415,21-04-2023
700,Meera,Hyderabad,Chair,Furniture,7783,3,23349,29-11-2023
701,Vikram,Chennai,Monitor,Electronics,11692,1,11692,13-06-2024
702,Sneha,Hyderabad,Table,Furniture,10176,2,20352,24-05-2023
703,Rahul,Mumbai,Monitor,Electronics,11765,2,23530,19-02-2024
704,Kiran,Hyderabad,Keyboard,Accessories,1351,3,4053,16-08-2023
705,Rohit,Mumbai,Chair,Furniture,8019,2,16038,24-06-2023
706,Rohit,Bangalore,Monitor,Electronics,11599,2,23198,12-05-2023
707,Vikram,Delhi,Headphones,Accessories,3469,3,10407,10-12-2023
708,Priya,Bangalore,Chair,Furniture,7728,3,23184,11-11-2023
709,Kiran,Chennai,Chair,Furniture,7766,3,23298,29-10-2023
710,Meera,Hyderabad,Mouse,Accessories,354,3,1062,20-08-2024
711,Neha,Delhi,Phone,Electronics,29983,1,29983,27-05-2024
712,Priya,Mumbai,Monitor,Electronics,11923,1,11923,04-06-2023
713,Arun,Bangalore,Chair,Furniture,7919,3,23757,13-04-2024
714,Arun,Chennai,Headphones,Accessories,3297,1,3297,14-05-2024
715,Anita,Bangalore,Chair,Furniture,8149,1,8149,05-01-2023
716,Meera,Chennai,Keyboard,Accessories,1779,1,1779,13-08-2024
717,Arun,Mumbai,Phone,Electronics,29632,3,88896,20-03-2024
718,Kiran,Mumbai,Table,Furniture,10488,2,20976,28-01-2024
719,Rahul,Hyderabad,Keyboard,Accessories,1748,2,3496,15-01-2023
720,Anita,Delhi,Keyboard,Accessories,1018,3,3054,05-01-2023
721,Sneha,Bangalore,Chair,Furniture,7819,1,7819,16-04-2023
722,Kiran,Delhi,Monitor,Electronics,11671,1,11671,16-02-2023
723,Vikram,Chennai,Mouse,Accessories,1045,3,3135,20-06-2024
724,Anita,Mumbai,Headphones,Accessories,2850,2,5700,03-01-2024
725,Sneha,Bangalore,Table,Furniture,9519,1,9519,18-08-2023
726,Arun,Bangalore,Laptop,Electronics,70103,3,210309,23-06-2023
727,Priya,Chennai,Laptop,Electronics,69884,3,209652,19-09-2023
728,Rohit,Delhi,Laptop,Electronics,70108,1,70108,21-04-2023
729,Rahul,Hyderabad,Phone,Electronics,29926,2,59852,25-01-2024
730,Priya,Delhi,Monitor,Electronics,11985,3,35955,06-06-2023
731,Sneha,Hyderabad,Monitor,Electronics,11930,3,35790,14-04-2023
732,Rohit,Chennai,Headphones,Accessories,2928,1,2928,07-06-2024
733,Neha,Hyderabad,Monitor,Electronics,11616,1,11616,24-05-2024
734,Sneha,Delhi,Keyboard,Accessories,1796,2,3592,19-06-2024
735,Sneha,Chennai,Table,Furniture,9802,1,9802,10-02-2023
736,Rohit,Mumbai,Keyboard,Accessories,1704,2,3408,05-12-2023
737,Sneha,Hyderabad,Laptop,Electronics,70187,1,70187,24-04-2023
738,Neha,Mumbai,Headphones,Accessories,3472,1,3472,07-06-2024
739,Priya,Hyderabad,Monitor,Electronics,12159,1,12159,12-04-2024
740,Vikram,Chennai,Mouse,Accessories,351,1,351,28-06-2023
741,Rahul,Chennai,Chair,Furniture,8320,3,24960,17-11-2023
742,Kiran,Hyderabad,Phone,Electronics,30371,1,30371,10-01-2023
743,Arun,Bangalore,Chair,Furniture,7866,2,15732,02-10-2023
744,Priya,Chennai,Chair,Furniture,7687,1,7687,15-02-2024
745,Kiran,Mumbai,Monitor,Electronics,12355,2,24710,04-05-2024
746,Kiran,Bangalore,Phone,Electronics,29635,3,88905,02-03-2023
747,Arun,Hyderabad,Table,Furniture,10433,3,31299,09-05-2024
748,Neha,Mumbai,Headphones,Accessories,3125,2,6250,03-01-2024
749,Neha,Hyderabad,Headphones,Accessories,2994,2,5988,26-04-2023
750,Kiran,Mumbai,Laptop,Electronics,69564,2,139128,18-11-2023
751,Rahul,Delhi,Keyboard,Accessories,1978,3,5934,13-12-2023
752,Rohit,Delhi,Phone,Electronics,29943,3,89829,12-09-2023
753,Meera,Chennai,Table,Furniture,9652,3,28956,25-02-2023
754,Rahul,Bangalore,Mouse,Accessories,1172,2,2344,19-06-2023
755,Priya,Mumbai,Chair,Furniture,7746,2,15492,12-10-2023
756,Rahul,Delhi,Keyboard,Accessories,1563,3,4689,23-01-2024
757,Kiran,Bangalore,Phone,Electronics,29970,2,59940,09-08-2024
